MBL-TEXT
StartTime, 2025/01/07, 14/44/00
SamplingRate,500

EVENT, ECG,
0000,-609.644,
0000,-663.208,
0000,-675.874,
0000,-637.418,
0000,-579.734,
0000,-648.405,
0000,-573.325,
0000,-402.411,
0000,-201.740,
0000,1.526,
0000,51.732,
0000,89.883,
0000,163.894,
0000,248.436,
0000,281.703,
0000,186.632,
0000,167.709,
0000,164.963,
0000,225.698,
0000,196.704,
0000,11.293,
0000,-5.799,
0000,46.544,
0000,79.353,
0000,93.698,
0000,-10.072,
0000,-16.023,
0000,57.684,
0000,78.437,
0000,42.271,
0000,-21.669,
0000,22.280,
0000,44.712,
0000,70.502,
0000,78.285,
0000,-4.883,
0000,1.526,
0000,44.560,
0000,51.274,
0000,46.086,
0000,-63.482,
0000,-55.242,
0000,-18.923,
0000,6.257,
0000,78.743,
0000,-55.547,
0000,-97.207,
0000,-56.005,
0000,24.722,
0000,49.748,
0000,-63.330,
0000,-74.012,
0000,-74.470,
0000,-40.439,
0000,-39.524,
0000,-100.259,
0000,-68.518,
0000,-63.025,
0000,-61.956,
0000,-53.411,
0000,-140.089,
0000,-141.004,
0000,-68.060,
0000,-24.569,
0000,-44.407,
0000,-109.568,
0000,-142.988,
0000,-104.990,
0000,-80.879,
0000,-74.622,
0000,-162.674,
0000,-151.534,
0000,-141.920,
0000,-110.942,
0000,-111.094,
0000,-193.347,
